nr,fusedX,fusedY,fusedZ,gyroX,gyroY,gyroZ,accX,accY,accZ,q,w,e,r,t,z,u,i,o,p,a,s,d,f,g,h,j,k,l,y,x
12741,3.0017898,-1.0698487,2.1278508,-0.7567705,0.22174145,-0.38679084,-0.8951322,0.8855553,1.5008652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12742,2.9515998,-1.0798125,2.1003556,-0.89099383,0.22706777,-0.4038351,-1.7410336,0.49604866,1.6021699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12743,2.9322422,-1.0909443,2.091568,-0.8174906,0.101366565,-0.3015697,-1.7247231,0.5527613,1.9493291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12744,2.8941057,-1.1027427,2.0669901,-0.52134705,0.0012317119,-0.27919915,-1.4024036,0.17717093,2.161216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12745,2.867868,-1.109353,2.052956,-0.47767124,0.09710551,-0.28985178,-1.5221137,0.14844051,1.4345757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12746,2.8346508,-1.1140653,2.0359993,-0.275271,0.25476465,-0.27919915,-1.6540941,0.04369418,1.7738042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12747,2.8265824,-1.1198883,2.0382633,-0.20283301,0.18339193,-0.16841164,-1.6840216,0.10998364,1.1471219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12748,2.8154254,-1.125508,2.0376475,-0.09417603,-0.011551461,-0.044840973,-1.644218,0.043245267,0.9621698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12749,2.8201454,-1.1348035,2.047173,-0.070740215,-0.076532595,0.08405602,-1.4359225,0.13542204,0.9621698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12750,2.8349843,-1.1450257,2.0682194,-0.08991498,-0.055227302,0.020140156,-0.8892963,0.35359368,0.9501988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12751,2.8394842,-1.1539755,2.0853453,-0.20709406,0.15676032,-0.08105996,-0.89677817,0.39264908,1.1148002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12752,2.8246999,-1.1612514,2.0785723,-0.14850453,0.09390972,-0.085321024,-1.4496891,0.29149407,1.1976994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12753,2.8125613,-1.1688312,2.0753033,-0.05050019,-0.026465163,-0.008621984,-1.3682863,0.05686229,1.2731167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12754,2.8200023,-1.176373,2.0885847,0.009154616,0.010819091,0.058489677,-1.2122142,-0.0077811554,0.8379706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12755,2.8341885,-1.1839706,2.1090157,-0.03345596,-0.070141,0.048902296,-1.0027215,0.062698156,0.4185364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12756,2.8367178,-1.1921188,2.117864,-0.16235295,-0.060553625,-0.023535686,-0.90979666,0.07407062,0.5427356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12757,2.8378973,-1.1998541,2.1269286,-0.259292,0.03212438,-0.06401573,-0.90381116,0.06928221,0.75103116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12758,2.8119338,-1.2093723,2.1100698,-0.27100992,0.06834337,-0.033123065,-1.2090719,0.011821371,1.022773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12759,2.7838619,-1.2194058,2.0877807,-0.21561618,-0.105294734,9.653959E-4,-1.2327147,0.076614454,0.9946412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12760,2.7778072,-1.2293638,2.0841362,-0.17620139,-0.16175374,0.04038018,-1.0316017,0.06464344,0.80430216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12761,2.7688448,-1.2395138,2.0791485,-0.2656836,-0.09570735,0.020140156,-0.92296475,0.033369187,0.50472766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12762,2.7224238,-1.2484552,2.0378523,-0.3530353,-0.070141,-9.986854E-5,-0.9900024,0.044143096,1.0745476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12763,2.6655114,-1.2589109,1.9851363,-0.29977205,-0.04777045,-0.0022303974,-1.0145429,-0.0016460137,0.9127894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12764,2.5985303,-1.2688917,1.9240491,-0.3168163,-0.03072622,0.014813834,-0.9367314,0.09651626,0.98820674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12765,2.5291207,-1.2765356,1.8590615,-0.26781413,-0.05948836,-0.0118177775,-0.8795698,0.10444705,1.1700164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12766,2.4839027,-1.2824063,1.8190832,-0.18578878,-0.029660957,0.0073569827,-0.9621698,0.10684125,0.9593267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12767,2.4382086,-1.2893693,1.7784154,-0.19324562,-0.014747255,-0.0022303974,-0.8161235,0.07751228,0.5907693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12768,2.382282,-1.2950231,1.7275856,-0.21242039,-0.04244413,0.0041611893,-0.9741408,0.0068833297,1.0217255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12769,2.3368638,-1.3013371,1.686806,-0.17726666,-0.015812518,0.033988595,-0.9849147,0.026036944,0.7428011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12770,2.2777662,-1.3080322,1.6335963,-0.23692146,0.0022969765,0.053163353,-0.9196727,0.042796355,0.73786306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12771,2.2320943,-1.3130426,1.5925587,-0.2603573,-0.09570735,0.026531743,-0.8502409,-0.07332243,0.66603696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12772,2.1617975,-1.3178161,1.5245934,-0.39245006,-0.06481468,0.01907489,-0.8379706,-0.14290391,0.55560446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12773,2.0678818,-1.3215046,1.4395857,-0.5053681,0.086452864,0.036119122,-0.81163436,0.009127894,0.6645406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12774,1.9729835,-1.3213239,1.3497016,-0.46701857,-0.06587995,9.653959E-4,-0.878672,-0.021996727,1.105373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12775,1.8980737,-1.3215929,1.2765889,-0.31255525,-0.11488211,0.010552776,-0.712275,-0.02439093,0.9760861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12776,1.846306,-1.3222438,1.2285527,-0.3594269,-0.062684156,-0.035253596,-0.60782796,-0.11043255,0.6702268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12777,1.7707285,-1.3188541,1.159243,-0.4339954,0.07153916,-0.06827679,-0.5767033,-0.06374562,0.6379051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12778,1.7004976,-1.3109369,1.094999,-0.4553007,0.004427505,-0.13006213,-0.8798691,-0.14814124,0.74983406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12779,1.6323847,-1.3037399,1.032479,-0.4553007,0.006558034,-0.024600951,-0.83782095,-0.15008652,0.79981303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12780,1.5660728,-1.297392,0.9701201,-0.40523323,-0.04777045,-0.019274628,-0.61037177,-0.13931261,0.88480717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12781,1.5237688,-1.2937348,0.9303423,-0.42121223,-0.15216637,-0.08851682,-0.5385457,-0.19557635,1.1960534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12782,1.4731975,-1.2858521,0.8817746,-0.34451318,-0.06374942,-0.06614626,-0.5988497,-0.15083471,0.5439327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12783,1.4311146,-1.276475,0.84171265,-0.42973432,-0.057357833,-0.13858424,-0.70254856,-0.13272856,0.37678748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12784,1.3855847,-1.2665732,0.79737175,-0.42653853,-0.13512214,-0.06721153,-0.81148475,-0.31349078,0.42826283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12785,1.3425049,-1.2633859,0.75869346,-0.5501092,-0.08292418,-0.09064735,0.01690905,-0.048033673,-0.22580315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12786,1.2832539,-1.2470473,0.7042823,-0.58419764,-0.1393832,-0.20782644,0.26830024,0.0010474633,0.5870283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12787,1.2551104,-1.2291446,0.6745842,-0.44571328,-0.22993067,-0.35376766,-0.17298107,-0.14320318,0.6331167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12788,1.2456241,-1.2091157,0.6575859,-0.45317015,-0.2618886,-0.435793,-0.599149,-0.23059155,1.1789947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12789,1.2535325,-1.1924219,0.659974,-0.23798673,-0.105294734,-0.44857618,-0.8722376,-0.31768063,1.058686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12790,1.2602658,-1.1866825,0.66501683,-0.16874455,-0.03818307,-0.38359505,-1.470788,-0.32486326,0.6133646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12791,1.2677035,-1.1741884,0.6692781,-0.2603573,-0.026465163,-0.28239495,-1.3608044,-0.1738789,0.81193364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12792,1.268928,-1.163657,0.6696148,-0.20283301,-0.0019640813,-0.23978436,-1.3620015,-0.12240356,0.8526351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12793,1.2663229,-1.1550587,0.666104,-0.20176774,-8.9881686E-4,-0.13432318,-1.3374609,-0.07676409,0.82001406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12794,1.2639952,-1.1517359,0.6608768,-0.020672787,-0.10103367,-0.07679891,-1.2752117,-0.21323359,1.0654198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12795,1.2630266,-1.1528937,0.65732753,0.095441036,-0.1692106,0.0030959249,-1.2421417,-0.19033903,0.7070377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12796,1.256266,-1.1576087,0.6467801,0.08798418,-0.14044845,0.041445445,-0.7166145,-0.37588966,0.4317045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12797,1.2586019,-1.1612933,0.65136844,0.20942433,0.24198148,-0.09064735,-0.81283146,-0.11267712,0.6203975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12798,1.2534559,-1.1699035,0.6485205,0.18918431,-0.1660148,0.18738668,-0.6667852,-0.17133506,0.43604398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12799,1.2399752,-1.1804918,0.63615716,0.16787902,-0.102098934,0.17034245,-0.48931497,-0.023193829,0.26440966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12800,1.2221926,-1.1847068,0.6231624,0.005958823,0.01294962,0.19058247,-0.34566286,-0.021996727,0.14709377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12801,1.1945537,-1.1883774,0.60218465,-0.060087573,0.0012317119,0.16608138,-0.2777274,-0.09816227,0.6597522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12802,1.1702716,-1.1918079,0.58174103,0.009154616,-0.04563992,0.1682119,-0.39624038,-0.090979666,0.45265377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12803,1.1463326,-1.1975123,0.56188244,0.028329376,-0.08398944,0.1714077,-0.341473,-0.043843817,0.25333646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12804,1.125696,-1.2009352,0.54641116,-0.04304334,-0.039248336,0.18525614,-0.24211365,-0.027084406,0.18629882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12805,1.0957437,-1.2038792,0.5225246,-0.08139286,0.06621284,0.19164772,-0.30271688,-0.07706337,0.15622166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12806,1.0645351,-1.2051377,0.49895313,-0.10695921,-0.008355668,0.15542874,-0.3506009,-0.10758944,0.32142156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12807,1.0370352,-1.20625,0.4777131,-0.059022307,0.12267186,0.17673403,-0.28116906,-0.16145898,0.23283611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12808,1.0029113,-1.208144,0.45677635,-0.09098024,0.18871824,0.20230037,-0.185401,-0.16864158,0.3226187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12809,0.9809264,-1.2083774,0.44247252,-0.24331306,0.0704739,0.156494,-0.3628712,-0.055365913,0.080056116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12810,0.9495698,-1.2017955,0.41811946,-0.3349258,-0.006225139,0.045706503,-0.18809447,-0.12599486,0.3446154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12811,0.9261729,-1.1915916,0.39679578,-0.33173,-0.09251156,-0.008621984,-0.31423897,-0.13242929,0.6087258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12812,0.90989137,-1.1843375,0.38185963,-0.16767928,0.0033622407,0.016944362,-0.43634325,-0.33354223,0.95468795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12813,0.9045612,-1.1844525,0.37946886,0.053895723,0.010819091,-0.06295047,-0.35718498,-0.12434885,0.62458736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12814,0.9072272,-1.1854384,0.38151616,0.11035474,-0.06907574,-0.11195263,-0.8396166,-0.013018472,0.51205987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12815,0.91493964,-1.1906489,0.38839203,0.25736123,-0.075467326,-0.019274628,-0.76060796,-0.21532851,0.3576339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12816,0.91497254,-1.199209,0.38576636,0.23179488,-0.18838535,0.062750734,-0.6130653,-0.1858499,0.3274071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12817,0.90833473,-1.2062922,0.37537986,0.19451062,-0.15962322,0.06594653,-0.5005378,-0.09487024,0.46507367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12818,0.9054705,-1.2153832,0.3693589,0.2552307,-0.18838535,0.009487512,-0.31827918,-0.038007952,0.16983868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12819,0.9008371,-1.2196286,0.36605895,0.12313791,-0.13299161,-0.021405157,-0.33473933,-0.026186582,-0.111180745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12820,0.89704436,-1.2213614,0.3615968,0.013415674,-0.09890314,-0.04910203,-0.34192193,-0.042945992,0.31019875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12821,0.8945898,-1.222913,0.3599664,0.04111255,-0.041378867,-0.039514653,-0.41075522,-0.12883797,0.08020575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12822,0.88733196,-1.2216432,0.35618505,-0.0952413,0.011884356,-0.023535686,-0.39040452,-0.09292495,0.11133038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12823,0.87951523,-1.2199479,0.35114145,-0.09417603,0.021471737,-0.0043609263,-0.39758712,-0.12509704,0.46178165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12824,0.8682735,-1.218223,0.34429285,-0.07926233,0.05769073,0.029727535,-0.38681322,-0.12629414,0.30735564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12825,0.8552778,-1.2161068,0.33734864,-0.12293817,0.11201921,0.022270685,-0.32695818,-0.09756372,0.2451064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12826,0.84468883,-1.212997,0.33328518,-0.12080765,0.102431834,-0.0043609263,-0.38815996,-0.046537295,0.20395605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12827,0.8349377,-1.2095462,0.32714593,-0.1399824,0.014014885,0.009487512,-0.5150526,-0.112377845,0.20515315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12828,0.8279704,-1.2073318,0.32140556,-0.18685403,-0.015812518,0.0307928,-0.5410896,-0.10040683,0.24016836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12829,0.8129727,-1.2022512,0.30886313,-0.13359082,0.022537,0.046771765,-0.2873042,-0.15068507,0.5574001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12830,0.80180126,-1.1999314,0.30032298,-0.09311077,-0.006225139,0.024401214,-0.31498715,-0.09711481,0.2688988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12831,0.79239494,-1.1969166,0.29183814,-0.0952413,-0.041378867,0.020140156,-0.3640683,-0.055216275,0.51086277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12832,0.7858517,-1.1975068,0.2849585,0.02726411,-0.07759786,0.014813834,-0.33279404,-0.044741645,0.35583824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12833,0.7790289,-1.1983771,0.2800374,-0.014281201,-0.01368199,0.022270685,-0.29328972,-0.08903438,0.20021512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12834,0.7713268,-1.1977719,0.275242,-0.02812964,0.08112654,0.024401214,-0.31004912,-0.108337626,0.41838676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12835,0.7643993,-1.1981888,0.27440774,0.014480938,0.12373712,0.013748569,-0.3417723,-0.043394905,0.36272156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12836,0.7613397,-1.1992686,0.27449587,0.03685149,0.08219181,-0.018209364,-0.42676646,-0.040102877,0.14395137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12837,0.75696594,-1.2000418,0.27284795,0.049634665,0.011884356,-0.013948306,-0.3250129,-0.08439561,0.3091513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12838,0.7567513,-1.2024482,0.27433196,0.08585366,-0.0019640813,-0.061885204,-0.2793734,-0.054468088,0.22969373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12839,0.7599507,-1.2052908,0.2783637,0.076266274,-0.008355668,-0.020339893,-0.45968673,-0.10848726,0.0947206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12840,0.7634398,-1.2077603,0.2801241,0.08904945,-0.07227153,0.05529388,-0.8488941,-0.32800564,0.2220622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12841,0.74594563,-1.2101399,0.2648215,0.11142,-0.08185891,0.107491836,0.10280103,-0.094570965,0.45190558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12842,0.74168986,-1.2139763,0.26002184,0.14763899,-0.1393832,0.012683305,-0.12539631,-0.0525228,-0.091578215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12843,0.74062324,-1.2179565,0.25883162,0.025133582,0.014014885,0.009487512,-0.4225766,-0.070180036,0.0058358666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12844,0.73586994,-1.2184062,0.25676912,-0.0036285568,0.025732793,0.016944362,-0.40955812,-0.041599255,0.2570774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12845,0.730773,-1.2196003,0.2530274,0.030459905,-0.028595692,0.03292333,-0.42152914,-0.1038485,0.23074119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12846,0.722888,-1.2212998,0.24676596,0.024068318,-0.006225139,0.05422862,-0.32965165,-0.13781624,0.14380173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12847,0.71626174,-1.2221949,0.24232225,0.009154616,0.021471737,0.031858064,-0.18899229,-0.053420626,0.14903906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12848,0.7109096,-1.2228283,0.23939587,0.011285145,0.028928587,0.015879098,-0.29972413,-0.07616554,0.20964229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12849,0.7046414,-1.224256,0.23524056,0.043243077,-0.01368199,0.031858064,-0.2614169,-0.06778584,0.27308863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12850,0.6972134,-1.226823,0.23028848,0.037916757,0.016145414,0.026531743,-0.1455974,-0.024241293,0.0037409402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12851,0.690845,-1.2265217,0.22752875,-0.046239134,0.035320174,-0.0075567197,-0.12509704,0.06584055,0.14978725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12852,0.6896759,-1.2253436,0.22715575,-0.044108607,0.025732793,-0.020339893,-0.38606504,-0.04878186,0.38726214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12853,0.68682575,-1.2248969,0.22631489,0.037916757,0.025732793,0.022270685,-0.38367084,-0.087089084,0.41599256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12854,0.68186843,-1.2270633,0.22396235,0.049634665,0.048103347,0.026531743,-0.28086978,-0.09920973,0.17806876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12855,0.67879266,-1.2289063,0.22406691,0.047504134,0.056625463,-9.986854E-5,-0.2733879,-0.016011223,0.19512744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12856,0.67776006,-1.2299727,0.22485064,0.045373607,0.05342967,-0.018209364,-0.3498527,-0.029777884,0.13497312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12857,0.6772928,-1.2319503,0.22724883,0.05069993,0.048103347,-0.008621984,-0.32830492,-0.06928221,0.09068039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12858,0.6752878,-1.233814,0.22832502,0.035786226,0.05769073,0.0041611893,-0.25917232,-0.050128598,0.09083003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12859,0.67283124,-1.2348049,0.22914597,0.028329376,0.07899602,-0.010752513,-0.18854338,-0.094570965,0.19722237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12860,0.67165536,-1.2362306,0.232501,0.03898202,0.11201921,-0.0032956619,-0.27159226,-0.08454525,0.14335282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12861,0.6704074,-1.2373638,0.23352787,0.05815678,0.06621284,0.008422247,-0.36616322,-0.04504092,0.09187749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12862,0.6679463,-1.239544,0.23337358,0.045373607,0.01294962,0.0052264538,-0.26156655,-0.018405426,0.09083003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12863,0.6660455,-1.2413561,0.23264423,0.0485694,0.022537,0.012683305,-0.27234045,-0.023193829,0.16071078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12864,0.66393864,-1.2436905,0.23219848,0.05815678,0.028928587,0.009487512,-0.26126727,-0.069731124,0.065092355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12865,0.6625787,-1.245271,0.23258196,0.02726411,0.027863322,-0.0032956619,-0.23852235,-0.032621,0.05312135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12866,0.66143376,-1.245736,0.23238425,-0.001498028,0.025732793,0.0030959249,-0.31453824,-0.055964466,0.07811083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12867,0.6587588,-1.2456948,0.2305036,-0.0046938215,-0.016877783,0.0116180405,-0.32531217,-0.102651395,0.15352818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12868,0.65506387,-1.2462924,0.22688425,0.012350409,-0.016877783,0.020140156,-0.24346039,-0.07347207,0.18794483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12869,0.6508724,-1.2472396,0.22322434,0.020872524,-0.009420932,0.020140156,-0.19797055,0.0055365916,0.15682021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12870,0.6475206,-1.2479373,0.22059381,0.016611468,-0.006225139,0.024401214,-0.20829555,-0.0058358666,0.1225532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12871,0.6418262,-1.2487885,0.2162052,0.0016977652,0.0076232986,0.013748569,-0.08140286,0.07915829,0.14290391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12872,0.63938683,-1.2485977,0.2152901,-0.021738052,0.03425491,-0.023535686,-0.13332711,0.035913024,0.15966332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12873,0.6407474,-1.2477866,0.21685085,-0.005759086,-0.008355668,-0.02673148,-0.2841618,-0.049081136,0.30810383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12874,0.63958323,-1.2482785,0.21571417,0.044308342,-0.031791486,0.01907489,-0.25184008,-0.035913024,0.18121114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
